mz,time,mz.min,mz.max,NumPres.All.Samples,NumPres.Biological.Samples,median_CV,Qscore,Max.Intensity,DW_140904_001.cdf,DW_140904_007.cdf,DW_140904_013.cdf,DW_140904_019.cdf,DW_140904_025.cdf,DW_140904_031.cdf,DW_140904_037.cdf,DW_140904_043.cdf,DW_140904_049.cdf,DW_140904_055.cdf,DW_140904_061.cdf,DW_140904_067.cdf,DW_140904_073.cdf,DW_140904_079.cdf,DW_140904_085.cdf,DW_140904_091.cdf,DW_140904_097.cdf,DW_140904_103.cdf,DW_140904_109.cdf,DW_140904_115.cdf,DW_140904_121.cdf,DW_140904_127.cdf,DW_140904_133.cdf,DW_140904_139.cdf,DW_140904_145.cdf,DW_140904_151.cdf,DW_140904_157.cdf,DW_140904_163.cdf,DW_140904_169.cdf,DW_140904_175.cdf,DW_140904_181.cdf,DW_140904_187.cdf,DW_140904_193.cdf,DW_140904_199.cdf,DW_140904_205.cdf,DW_140904_211.cdf,DW_140904_217.cdf
676.7629814,61.71972308,676.7621272,676.7632496,21,5,12,3.564109122,14734503.76,14734504,1301142,0,0,0,0,907745,1540897,0,830528,5043613.5,0,8749315.5,0,0,1463540.5,0,1550912,0,0,1514245,4061009.5,0,0,0,0,3472892.5,0,0,0,0,9858317,1526046,0,5818501,0,1595196
676.7713998,61.96357097,676.7709945,676.7718658,92,34,10.94,7.803280875,20829587.72,17411328.5,6305588,6207087.5,6577473.333,7423943.333,7895256,7642452.5,6550609.333,5974206.5,4796128,7247789.667,7445078,7128302.333,7047676.667,7064423.333,6841844.333,5654659,7331876.5,5454820,6663108.5,7877881.333,6918276.5,6218233.333,4280197,6072601,3892350,3607980,6102754,5682844.5,6997357.5,5650643,6499290.333,7542680.333,5735233,5771479,6202883.667,4303293.5
676.8606682,59.02868844,676.8581127,676.8633271,105,35,31.21,0.415236647,16888913.65,4017563,9388522.333,3188419,5859123.333,6326549.333,5458038.667,6461200.333,5163004,4017759,3250621.333,4289387,8041610,3831924,4183812.333,5756459,7175180,3304952.667,8042133.333,3684612.333,4963667.667,6354314.667,4226188.667,2545453.667,3273798,6080163,3071521.5,3052126.333,2475244,5100555,5303817.667,2512212.667,3189324,3142579,3255842.667,2615073.333,6120255.667,7287324.667
676.9888597,553.6971862,676.9883594,676.989035,55,19,19.78,5.194669364,23649132.63,0,0,0,0,0,0,731963,464795,473715,634982.5,760177.5,704200,388384,441242,757112,692324.6667,671510.5,591261,542353.5,451272,628793,434385.6667,441219,0,0,0,0,23649133,0,721677.3333,684074,850639,916305.5,851017,749465.5,551227,568241.3333
677.0555165,169.0124826,677.0551858,677.0559006,36,8,24.02,2.603081845,22651707.53,0,4343496,5424510.5,3355466,2209608,4155413,2999132,3284732.5,6971274,5586012,3126939,2128120,2259638,0,0,0,4107364,1257113,0,1487281,1793945,0,0,12007741,3585094,0,0,0,22651708,1825743,2443571,2199291,1003376,3445838.5,2320645,2678697.5,652790
677.2604291,556.9172979,677.2599425,677.26063,26,9,11.12,9.100813495,6341688.426,0,0,0,0,1613447,0,0,3324235,0,2158346,0,0,0,0,0,0,2066669,0,3038313.5,1500953.5,6341688,1615532,0,0,3014199.5,1268778,0,5520307,2688048.5,0,4884593,2885665,1209507.5,4882946,0,0,4347835
677.2642407,133.5350296,677.2621122,677.2662318,58,19,46.5,0.34680611,15731858,0,3136230,2343145,1823251,2754517.333,1669150.5,1912521,2291964,0,5469265.5,0,3628171.667,2033224.667,5986602.667,4152894,4874635.5,6070033.667,3396778,7098325,7522599.333,3640925.5,3354277.333,0,0,877083,0,0,13630075,0,0,8427269,3599281,2185497,8507377.5,8657251.333,8206323,8131626.5
677.360352,52.25625009,677.3599356,677.3606314,38,8,45.56,1.336217962,3895775.651,0,415768,3201335,637018,580091,504301,505443,671000,311831,2108112,874482,1308732,1459425.333,860921.5,1488438,386124,253277,477736,1873778,0,1539507.667,0,1037574,0,0,0,456316.5,743948,491125,902907,0,325013,644554,248334,0,696200,0
677.5490044,570.9158712,677.5483304,677.5511293,64,23,7.704,3.375088288,83403979.56,0,9118603,9301682.5,7062740.5,8477861,10090211,9215533,7307098,0,7155055.5,2151749,7411772.333,6093004,7130130.5,4332406.5,6628983,6734079.667,7624778,8580706.5,6571295,7255323.667,6124266.5,4059437.5,7473485.5,6469045,83403980,6656705,10911404,6545474,5503989,5880510,8005397.333,6122766,5105401,6653085.667,9182211,9536608.667
678.3314582,585.0672242,678.3310903,678.3317742,51,15,12.24,7.073662222,15116677.61,0,9750838.5,12243521.5,0,9788286,9627721,10178773.5,12196389,6593752,11236277.5,9915149,0,7490452,10541071,9867433,10222423,9271676,10979686,0,5121948,7315831,11615201.5,8573945,9421569.333,9851187.667,0,8104736,0,9176974,11659871.67,0,12311083,9687463.333,11895046,11038185,14858080,10271897
678.331464,574.8925761,678.3310854,678.3317929,101,35,16.84,5.859219842,14163872.67,0,10149009,9553863.667,7567975.333,6960726,7281071.667,10870964.67,11144924.67,6302904.333,8208154,5553310,8920438.667,7156384.333,9202158.333,7208852.333,9863373.667,8697640,9278479,11942826,8407095,8053228.333,9147455.333,5477510.333,6226874.667,9043966,9812238,5793734.5,7728932.5,9135418,10242670.67,8374672.333,9445680.333,9108859,9335550,9861909,11191453.67,10488190.5
678.6328047,63.53863618,678.6326592,678.6330599,19,6,15.49,10.17718469,19454387.27,0,0,0,3678728,0,0,0,1656009,5607697,0,0,0,2410876,0,0,0,0,0,0,0,0,0,0,4570825.5,0,14228044.5,8588841,7830875,7263508.667,0,3594251.333,0,1192845,0,0,0,0
678.7210909,62.03461437,678.7205273,678.7219214,86,32,9.365,5.768562012,25233105.73,10229916.5,0,17466062,18206031,0,18977793.5,17806766.5,17685964,20741296,18523866.33,17472592.33,17727969.33,16064849.67,14524738.67,14399437,17959391.5,15357205.33,15310403.5,14599148,16366072.67,15541436.67,20591189.5,17695680.67,19152443,17750253.33,19687303,17542391.5,23029580,20289355.33,19747702,15042119.67,19891409.33,20488945.33,19469091,17440577.67,18630750,7813500
678.9055139,63.52333536,678.9050276,678.9058211,26,5,3.658,13.34025379,49674733.2,9697102,8652491,0,3931940,0,0,0,2896835,4003967,0,1726987,3814567,5574631,0,4196121,4730771,0,4106996,4249998,4743813.5,4700174,0,3986354.5,0,3728121,0,0,0,0,0,0,0,3735913,0,4380784,3628027,29123513.5
678.9300846,60.57686741,678.9295177,678.9303902,31,7,3.813,13.67863427,9962048.624,0,0,0,0,0,4974907,4240760,0,2220006,1838924,3640948,5138744,4863823,3408813,4396153,4715773,4778037,4215157,0,4488598,4231820,0,0,0,4608834,0,0,0,4821950,4792107,0,4307424,0,4619502.5,3421634,3888408,9962049
678.9642391,59.25996596,678.9632411,678.965758,31,10,34.68,0.750521512,7165658.967,3256520.5,0,439216.5,3106613,0,5758649,3719192,2785579,0,5551031,3772688,0,3662993.5,3865070,0,0,3749632.5,0,0,4640511,5109520,2718136.667,4054070,0,0,0,0,1214206,0,0,1655412,0,0,2890958,2840212.5,3153689,0
679.3380118,574.1929937,679.3375662,679.338211,27,7,25,3.242101058,12308309.85,0,0,1730335,0,0,0,6741857,7262551,0,5150153,0,7845223,5541420,5485747,12308310,0,0,5289033,0,6274904,7185485,6304012,0,802517,9311621.5,0,0,0,0,3883907.5,0,0,4663440.5,5821006,7742258,7025314,2418807
680.4815657,34.40950806,680.481113,680.4819067,89,31,23.63,3.757551036,7509840.062,673114,863293.6667,3258391.667,913203,900600.3333,887065,656477.3333,703924,711966,732400.3333,748671.3333,629300.3333,606905.5,702226.6667,694260.6667,971138,853140.5,638507.6667,655240.6667,941324.3333,483501.6667,528686.3333,425515.6667,1227957,738832.3333,0,0,0,0,239824,568114.3333,525416.5,509745,1110139,413453,521959,877583.5
680.7208004,61.89630327,680.7202251,680.7211316,61,19,4.558,15.24590858,34131487.97,13487186,14506341.5,17769386,0,26516883,22895372.5,22490725,27665689.5,26503367,21509773,23909159,22392111.5,20270376.5,19787709,19933056,21952790,16332059,25137736,0,0,26771076,0,20154497,25203400.33,23795752.33,34131488,25321312,30252574.5,26631336,26284902,13392356,26399354,27227359,26828946,21780557.33,22842505,16126004
682.0624015,168.9971978,682.0619166,682.0627583,85,31,10.09,8.707048395,6538093.482,0,4198441.667,3618350.667,3351510.667,2549411,2714320,3260677,2636701.333,4638551,2168725.5,2730996.667,2000948,2001854.667,2662014,2125410,2608176.333,2444802.333,1612899.333,1113199.667,1918524.333,2359284.667,460054,2195058,6268616.5,3749833,0,4426556,0,0,3690279.5,3198657,3239115.5,3130118,3243102,2384199,2754457,2702254.667
682.3287164,51.311301,682.3279862,682.3306859,25,4,32.69,0.370058111,1991306.841,1459429,906198.6667,456592,0,0,640063,284880,0,425311.5,0,772285,403707,0,277459.5,788356,1424244,0,498744,936145,0,0,84146,1991307,0,0,0,0,0,0,0,0,479684,158843,433699,1971463,0,1218586.5
682.3459206,572.639993,682.3448895,682.3467109,17,5,6.501,5.057430311,1299013.962,0,0,0,0,0,0,0,0,0,406626.5,106525.5,230744,205957,313047,111655,1299014,0,0,0,0,0,362584,0,0,265052,0,283052,0,0,0,0,191861,0,0,0,0,293686.5
682.3624135,576.0805029,682.3618729,682.3630865,56,17,18.09,2.813141101,58088131.13,0,13090050.67,15597649.5,13112087,0,15972281,42076134,35925221.33,31199227,35745399.5,44014182,33465846,30644950,48488431,32564841,42000553,0,0,42462815,47201002,47076159,43267670,0,24421784.67,45571060,33568178.5,43825736.5,37065735,18047051.67,13433068.67,20677773,16814990.67,20007313,0,22841005,37837743,0
682.717494,62.18407919,682.717051,682.7182724,43,13,4.739,10.61497424,16174171.17,0,5887093,0,10468904,10550108,12190878,11007096.5,12988198,11619343.33,8018759,0,8374188,11678356,0,0,9530154,0,9771364,7503754.5,9611191.5,11427874,8128178,9870498,13543740,10290437,12769486.5,12505277,13480023,14903320.33,12105663.5,0,11324959,11778461,10552440.5,11000926,0,0
682.7976347,62.21284541,682.7970923,682.7984183,15,2,7.473,2.73791903,45145007.33,0,0,16270872,0,0,0,17930090,7316004,0,0,17910151,45145007,0,16406388,0,0,0,0,0,0,0,0,0,0,0,1645749,0,0,2852039,0,17228469.33,17131420,17818294,17130965,0,0,0
682.8060456,62.54170644,682.8048837,682.8067869,105,37,19.08,1.979589887,191124503,48312347.67,28880544.33,32378727.67,29797444.67,33434698,36810274.33,29412791,29510789.33,21860950.67,28244988.67,77796181.67,27826963.33,39614291.33,22694899,37279367.67,28109836.33,32107833.67,27084297.67,28333681.67,33744964,32765344,34184378.5,25216658,37499277.33,25367960,12536346,13393914,13302763,16703678.67,35256465.67,15900520.33,23249797.33,85169055.33,24617428,34166758.67,33140644.33,29562107.5
683.0729891,168.3937722,683.072515,683.0733344,54,18,34.45,2.39905688,7766079.468,0,3461288,2856067,0,0,4017129.5,3499068,0,2348120,3734390,2728993,1176399,1450206,0,1265147,0,4090110,889866,0,1097322.333,1695394,0,0,3403174,1985152.333,5132963,4317237,4335064,4657408.333,4019644,2901245,4859914.667,3475112.5,5050353.5,2291008.5,2828745.667,2796592.333
683.0730248,164.4729667,683.0726258,683.0733307,58,19,27.01,3.490905346,177142642.4,0,3461288,4756080,0,3838243,0,0,1920714,4722758,5964541.5,4069676.667,2419845.667,3574527,5308672,2491844,4803722.5,5405349,5700188,1962115,3041779.333,4646546.333,0,4288769.5,9804708.667,6793637.667,0,0,91180318.5,0,0,0,5301987.5,5611811.333,5757232,3973458.667,6026193.667,4610946.667
683.3568712,568.5703081,683.3563621,683.3579531,23,7,21.18,1.842761508,10421540.19,0,0,0,0,84557,0,0,0,0,1335965.5,0,3754512,1030939,0,5521038,0,1442066.5,4658389,0,0,1369573.5,1607873,0,0,0,0,1372168,0,700110,0,0,185909,0,645067,6366023,1476339,1719984
683.3694405,572.8899822,683.3692135,683.3697702,25,6,20.08,4.345321601,42919008.57,0,983273,0,0,0,0,0,15312050,0,11396693,0,15002071,12483625,14948826,0,14752371,0,0,0,0,16983371,0,9670350,5618247,0,22529272.67,3395050,0,9711041,8869521.5,0,10712068,0,0,10947481,15763541,0
683.3778489,84.49483465,683.3771839,683.378476,23,9,12.3,5.016958045,20993161.94,0,0,2909102,0,0,0,0,17359665.67,0,0,0,0,1378781.5,0,0,1384922.5,0,0,0,3509830.5,0,6023805.333,0,0,0,10723853,13798965,0,2740466.333,0,0,0,2163496,0,0,0,5146591.5
683.4327259,135.8476646,683.4322471,683.43305,68,26,16.03,6.035288789,23252999.29,11682997,8451083.333,5423012,3078888.5,2812631,1873297.5,3335661,2254789,1177725.5,2537128.333,7155729.5,2711338,2538389.5,3495257.5,2888867.333,2535001,3727682.333,3195074,3101616,2959137,6135682.5,2882724.667,3434002,0,2936436,0,0,0,4059395.5,1492938,2502384,4018506.667,2202381,5118346.5,4120176,3758885.333,13969217
683.8097907,62.9787713,683.8090237,683.8101283,41,10,11.86,3.792259462,7355775.425,0,2823973,3695990.667,2102794.333,4152736,2034923.5,2282912.5,0,4216795,0,2769787,0,2337225.5,1631433,0,0,3771818,4061539,2810471,2258269,0,2074528.5,2802099,2747014,2987964,0,5338347,3701398,4202032,1917851.5,1651707,2217496,0,2197207,0,2613561,4913649.5
684.2045853,230.8732748,684.2041355,684.2049333,32,9,13,5.514367388,8536965.617,3399683,7075029.5,6225001.5,0,0,5909194,3397862,0,0,0,2707641,7688477,7590561,4353114.5,0,0,7484987,5571605,0,5966081,6150864.5,0,0,7691252,7857050,0,0,0,0,5758657,5432911.5,3786721,7096468,4308188,3083484.5,5396511,6221634
684.2047001,510.9602029,684.2042335,684.2050113,28,5,13.36,3.493879522,9497159.104,0,8088941.5,3358735,3465650,0,0,2504912,0,2694581,3880737,0,0,6884524,0,0,6262503,4413527,6065244,3268465,3289188,4644161,3949014,0,5426677.5,4388846,0,4366662,0,1560480,1792181,0,0,6991268,8387411,7211498,7463031,0
684.37022,567.8921713,684.3698013,684.3704921,31,8,30.1,2.522491788,56701540.81,0,0,0,0,0,0,821385,5529140,6683600,940120,1030655,0,0,5011652,0,1071327,1738880.5,0,3567474,6095331,4153038.333,0,0,525783,5950866.667,56701541,5191058,8677004,0,0,0,0,0,0,6681973,4020566,6519373
684.3826386,88.12076775,684.3823835,684.3830055,22,5,25.41,2.918950406,23405585.9,7277694,0,15563044,0,0,0,0,7255718.5,0,0,1125481,0,2168540.5,0,0,0,0,0,0,3772293.667,327472,1918147.333,2114833,0,0,13642503,2526207,0,3302572,0,0,0,3160836,0,0,0,1874958
684.4379082,138.4042764,684.4375491,684.4380894,43,12,37.28,2.808142034,275783201,7548677.5,1826866,2357303,0,1212033,3019998,979012,0,0,0,0,626737,13654539,961500,1644832,1377851,4039423,1019105.5,1274643,0,1575624,1690354,1712018,5863958,340188,0,0,275783201,0,808163,0,817726.3333,2887786,1342924.333,1628701,1502051,8316938.5
684.6671677,63.70219046,684.6667848,684.6674604,84,26,20.48,4.546466543,10361924.85,0,4342552,3959713.667,4486715,2728888,2461109.667,3938583.667,4138314.667,5193263,4449689.667,3000162,3133277.667,2994357.333,3879184.667,3287978,3436308.667,3372144.333,4547854.333,4388377,2532260.333,3636846.667,2337413.667,2143277,0,3672981,9235710,10220985,10325770,8335771,4285291.667,6753266,5962650,3123956,6023060,4478669.333,4408120,0
684.7901844,62.07161015,684.7898147,684.7905774,13,3,24.25,2.538896863,30088900.33,0,0,0,2548354,0,0,1573423,0,0,2998120,0,0,0,0,0,0,1623729,0,0,2329301,2244382,2643819,1552939,0,0,0,0,0,0,1951385.5,0,0,0,0,0,0,16307897
684.8031024,62.41937659,684.8026576,684.8036393,106,37,8.494,8.530118315,38239505.48,30087499,17296060,17128465,17040017,19748151,16257709.67,20596292,18098244.67,16151605,14271828.33,20976709.33,18769774,22485303.33,17592440,19016150,16494191,14460046.67,20656377.33,12496896.33,16226722.67,19206112,17807572.67,17448683.67,9793532.667,15745480.67,5917830.5,8206919.5,9728564,12322230,20563078.33,13766486.67,16642188.33,23482088,17330164.33,18794111.67,13957111.67,19829243
685.2029278,277.5953515,685.202609,685.2031577,15,3,30.88,2.395298067,7752771.878,0,5545897,1405323,0,0,776129,3967573,0,0,0,0,3304707,0,3989905,2514169,0,4795288,5488942,0,0,0,0,2558600,0,0,0,0,0,0,0,0,3397699,0,0,4132270,0,0
685.2030693,510.6078068,685.202683,685.2033849,23,5,48.51,1.29944478,6369057.86,0,978001,0,4051166,0,4404430.5,0,0,2937358,2969057,0,0,0,0,2552192,1552560,1469810,3784243.5,3723712,0,0,0,3138078.5,0,2534199,0,1878384,3472859,0,0,1372115,0,0,0,3619183,6369058,2850940
685.2031117,496.5721694,685.2026084,685.2033713,25,6,22.37,2.863439287,7262247.106,0,0,0,0,0,2458393,5727827,0,3550037.5,3313743,2579978,4048977,0,0,6076039,6127357.5,2940956,4460965,0,2686599,2414010,166094,1728068,0,2066165,0,0,0,0,4686602,0,75698,4761794,0,0,0,331948
685.4198718,52.86176239,685.4186815,685.4209641,45,14,22.43,1.245157857,294412.411,0,0,171362,54485,47438,44258,40128,60878,59563.5,73459,42533,61024.5,47008.66667,15157,53190,65825,47019,0,30572,26285.5,38986,65348,24590.5,0,126362,15480,79043,53439,0,44302,0,42531,46532,55534,43113,62523,0
685.4368035,54.01750423,685.4355106,685.4374569,107,36,5.358,6.598772126,33774622.8,14001191.5,13757705.67,19844669,10643484,10374513.67,9490680.333,10660837.33,9828995,6753662.667,10875152.67,10827698.67,7834494,10373098.33,10479688,10396045.67,10202871.33,8868401,10336886,9672984.333,10869206.33,10481629,10598373.67,9078498.333,10145472.67,4683409,4488877.667,8381735,13086235.5,10331280,10496115.67,10383308.33,10447307.67,11202451.33,11156443,11004416.67,8702174.667,12883063.33
685.4370417,570.4004529,685.4347685,685.4390333,75,26,43.36,0.38478145,8207669.323,0,2808478,5276743,4124527,999545,4344342,2072411,4495382.667,3939046,2807675,4017099,3278682.333,3835172.5,1563026,2665182.5,1512843,3649756,3152579.333,3080920,4014301.5,2143031.333,2654421,760989,1410128.667,3327272,0,0,0,4462240,3105941.667,4143264.667,3089337,2054395.333,2529634,2388751.667,4128691.667,3392466.667
685.8070083,62.04784404,685.8059253,685.8073437,39,12,23.9,1.857583021,9445800.161,909363,0,1363872,1240270,3245079,1170763,1465000,0,809091,2135046,2196845,2992690.5,1640776,673303,4844508,1980699.5,0,919803,1315731,1355725.5,760483.5,1136793,0,0,5154405,0,0,0,0,1241218,0,5471770.5,1538393,0,654067,1295150,2298620
685.9394555,570.6489643,685.9392303,685.9395775,36,12,36.53,5.301794827,9576290.415,0,0,0,0,0,1771837,0,0,0,4977847,0,1330208.5,1756715,370612.6667,1087940,0,1117350.333,0,842247,3884368,503685.6667,808585,0,2046742,0,0,0,0,3037195,1192456,4662985,233791,5216590,677834.5,812686.5,0,837927
686.4294426,51.86808521,686.4290064,686.4297785,16,3,13.96,3.547873111,4718262.021,0,262596,0,0,319006,196121,182028,0,0,164304,4718262,0,0,3720051,0,0,230684,0,0,188738,0,0,0,0,2053237,0,242692,0,162036,0,0,0,0,0,204429,0,0
686.4419335,53.65183996,686.4414319,686.4431065,57,21,10.97,4.109256194,29053679.46,0,5956265.5,12481042,3761993.667,3735152,2512714.5,3862712.5,3630598,4292012,3804194.667,3999119,3274741,3851964,3427203.5,4151002,3933003,2327509.667,3421523.5,2391203,3873413,3527005,3886067,3577538.5,3311634,0,0,3000193,0,4729054,3684810.5,1735632,0,3806653.5,5540060,3067474,0,0
686.4465581,574.2214128,686.4461453,686.4467236,23,3,7.826,5.856619815,9156183.103,0,0,0,4731843,758650,9156183,7089869,0,0,0,1039256,1763272,2497265,6169757,0,0,3311599.333,0,6346735,1840214,6198504,3588098,0,502800,0,0,0,0,7418650.5,1308637,0,0,4221131,0,3053681,0,0
686.6637645,62.66989565,686.662766,686.6640832,94,35,11.68,4.955363636,22021953.31,0,3188706.333,8451032,9441913.333,9058823.667,7822842.333,7800027.667,8619517.333,10741316.33,9403755.5,10228910,6562587,5518083.667,7835531.333,6994708.333,7050511,7380779.5,6227489.333,5574196,8294804.5,7986412,5375898,7942737.5,16478449.33,8153230,17082080,21490777,12832459,16273211,10407920,11656292.5,11302209.5,8454438.667,9638700.5,7855925.667,8973559.667,2757139.667
686.8003182,62.20103433,686.799908,686.8006594,65,23,11.62,8.267095238,9386121.875,8646983,0,2373105,3263886,2718616.667,2296720,3124571.667,4318229.5,3026497,2661142,4470444.5,2536662.5,3508791.667,2354605,3890168.667,5365235.5,4049230,3558575.667,2249306.5,2806659.333,2970847,2494192.5,4794066.667,9182851,0,9013103,0,0,0,3797092.5,2061230,2545624.5,2324102,2337211,3679974,3542635,0
686.9458925,571.9192206,686.9456783,686.9460272,27,8,41.69,4.116043345,6570161.918,0,0,0,0,0,0,0,0,749203,0,3591689,664079,0,2379378,0,1646512,1869203,2663929,3296951,3332378,2193840.5,245348,0,438169,0,0,0,0,0,0,4935191.667,1036734,1763433.5,2661938,1657283,2900427.5,0
687.4412768,50.63697802,687.4407276,687.4418487,39,10,37.3,1.256473829,2966997.109,0,516294.5,1745979.333,1023442.333,965062.5,829251,468942,0,0,652057.5,1246852.667,532609,0,950084,590967,0,0,0,0,687212,556593,533341,345037,458092.5,0,431607,1427728,645219,776257,0,1713543,503346.5,665341,958793,769571,225891,0
688.3694365,52.23790363,688.3692715,688.3695637,58,20,30.53,7.796887681,2635439.674,0,787109,1604350,743724,1895926,1058098.5,841079.5,0,1124161.5,0,710188,1002118.5,817267.5,263268.5,276698,843617,827694,787738.3333,881352.3333,1036490,484044,1567764,1274879.333,0,1541762,2098622,835089,1259267,816148,592285.5,1473903.5,725820.5,862334.5,1200518,1057989,492413,868893
688.3759425,51.71825266,688.373567,688.3785554,103,35,13.5,1.039825892,1335116.03,428992,960370,1075491,1047042,1161596.667,897082,1091461,930368.6667,961320.6667,1004392.333,1128546,1020093,1051654,806294.3333,827733,927517,869406.6667,1061063,774430,945443.3333,862174.6667,1015770.667,735024,0,978539.5,930070,1029084.333,1206267.667,1050214.333,1033511.333,1050929,673896,1033095.333,1072258.333,1020369.667,835071,939587.6667
688.519504,562.8447554,688.519176,688.5197276,14,2,32.93,1.603755157,4102226.107,0,1340897,0,0,0,0,0,0,0,2332639,0,0,0,1426345,0,0,1290843,0,2334462,0,0,0,2107093,0,3350732.333,0,0,0,1498397,0,0,1293218,0,0,2723130,0,1309778
688.6605548,62.8247558,688.6602895,688.6608619,38,10,34.69,2.704679398,34744180.99,0,0,6189961,6395533,5546086,4555570,5617962,5074777.333,10141434,0,7195863,0,2830173,0,23365905,4864012,0,32015274,0,0,0,3934266,5021548,22426179,0,10937818,10675976,10806199,10662676,34740293,21553563,6510746.5,5433753,6625547,18024425.5,0,0
688.7507057,62.53544618,688.7502287,688.7512269,96,34,9.982,7.286724502,49136100.78,14647328.5,15567435.5,27207502.67,25050611,24319643.33,26700799.67,24980808,25256267,29869750.33,26808803.5,31887336.33,25857393,25135553.33,29080855.5,29318424,25357789.67,21771656,23042820,24692988.67,24555852,21521886,24458184.33,23743380.33,28867711.33,28031061.33,19404553,29347818.33,21136229.5,22545075,27393690,29828530.67,21239904,32454921.67,23225025.67,23652694,29764700,17506538.5
689.0894539,165.2837239,689.0889495,689.0897611,88,31,22.76,3.907664835,4681857.499,0,2371991,4283833,2755976,2735362.5,2396243.5,1862701.667,1279845.667,3286243,1701916.5,1885120,1629117,2118993,1088362,2144389.333,3011737.667,2534967,1314850.667,1663054.333,1806690.333,2768375.667,0,2089331.333,3406944,1196455,3850207,2107233.5,2352432,778002,2650505,2861900.333,2014044.333,2720585.667,2401927,2548890,1898549.667,2703341
689.5487011,577.536611,689.5483207,689.5491469,17,2,24.34,1.199635208,1852500.53,0,56212,0,1492078,0,0,1244773,1263348,1057919.5,0,1452659,0,0,0,0,1596129,0,1844890,0,0,1511061,0,1495184,1603987,0,1017556,640498,0,0,0,0,0,0,1404703,1349081,0,0
689.5573548,578.2248269,689.5568079,689.5575938,27,5,9.179,5.257702108,21617160.35,0,9987956,0,15571467,15341527,7523162,0,10609099,0,13187566,11246470,0,0,12002163,9361356.5,18088729,0,15264136,16422140,15575836,0,11061131,15192715,0,0,0,0,0,0,16508973,0,0,17200451.33,15273148,14928642,16921091,0
689.5609172,585.2680221,689.5591485,689.561947,66,23,11.07,2.319165897,25993487.38,8262115,6728913,0,15650553,15737464,16356320,12897685,0,9904627.5,14398748,12610216.67,13435042,14915913.5,12499306.5,6547509,12964797,16108393.5,15428442,16195413.33,13021774.5,13978327.5,12987088.5,15128001,16848339,11752448,5168513,7740224,22932798,15512826.33,16122935.67,13346784.33,15913874.5,17600574,11028703,14987444,16631599.5,19531371
689.7546185,63.46901529,689.7541781,689.7549085,63,24,21.51,4.968325082,25496716.5,0,1615230,2280745.5,2073152.333,1625714.5,2137760.5,0,1358121,2001064.667,2687294.333,2237852,6002000,1644574.5,0,1643281.333,7405093.5,1476817,2311097.667,1484397,2154219.667,1757530.5,1781851.5,4687971,0,15648572,0,0,2065087,13187597,1619640.5,1877435.5,2960007.667,2223035.667,3416998,1891673,2481333.5,982312
689.8660859,52.51110406,689.8658264,689.8663932,30,5,14.43,4.163665361,2284599.024,0,628399,375021,612118,362523,429338,800454.5,761537.5,782075,440820,0,566534,0,662559,0,0,1414618.5,699722,1896844,0,0,803184,784657,412396,405797,561081,0,0,545652,648550,587043.5,482932,634447,474128,0,0,0
690.5631507,570.122591,690.5626768,690.5634237,53,19,7.686,12.8020939,10633113.53,0,0,7152251,8980813.5,2113355,9556476.5,7475644,6558659,5226574,6203466.5,0,1512016,4785375,5859406,0,5772938.5,6076091.333,8124226.5,9210908,6882766,6495085.333,0,0,8126776,7581926,0,0,10633114,8040652,6040904.5,520491.5,4640666.333,7330094,4451687,6979935,0,6602221.333
690.7479929,62.46523116,690.7475198,690.7486715,98,36,6.749,9.720026256,32107196.48,6322395,23270418.5,27884042.5,26567784.67,28023756,30210502,26943293.33,25047263.5,25068981.33,23720344.67,29127811.33,23493401.67,24790056.67,23031901.67,27419574,24864693.33,21652696,26971879.33,24195571.33,24064148,25812568.33,28101318.5,26608667,24730269,24251486,22543208,16832529,22608904,26631489,30905352.67,23987618,24624867.67,20402542,28882878.33,27816588.33,26960602.33,21091270
691.0106685,168.4915006,691.0099021,691.0109994,93,32,14.94,4.320567681,19409786.61,0,6033937,5069368,3425306,3222608.667,2711186.333,3239275.333,2262380.667,9431561,2882050.333,2262957,1946728.333,1726352,2462068.5,1483344.333,1759754.667,1745807.333,1369643.333,1049424.667,1533075,1626946.333,718968.6667,1296203.667,9616538.333,3518421,3048088,3350540.5,3135497,3349715,2502670.333,2086676,2504747,2054573,2085330.5,1892189,2770541,5646276
691.7519488,63.50086485,691.7514992,691.7522858,53,15,41.8,1.770363383,22057113.49,0,0,3143249,5064761,2191626,2079401.333,3837908,2364809.667,5431323,10895824.67,3019265.667,1753185,1324748,1427062,1629581,7869888,0,11336761,811095,1760345,1939384,2676085,4752380,3054977,853793,0,3470782,0,2039006,1610614.333,1601825.333,1687970,2355507.5,3191221,1700249.667,0,0
692.015366,170.7548951,692.0148409,692.0157262,69,24,36.15,2.238113587,6126595.307,0,0,0,1558994.667,1336096.5,1468035,1857844.667,4316000.5,3149005,2311707,1169079.667,780908.3333,993938.3333,1266579,496180.5,930676,2197820.667,633843.3333,383074.6667,512637.5,628101,336083,583739,4203606,2483921.333,0,0,0,0,1946596.5,1135357.5,1343507,2399844.667,0,1450283.5,793924.3333,793081
